,股票代码,质押日期,股东名称,质押方,质押股数(万股),占所持股比例(%),占总股本比例(%),冻结事由,冻结期限,状态,预警线(估算),平仓线(估算),质押日收盘价(前复权)(元),最新收盘价(元),质押股数(万股).1,占所持股比例(%).1,占总股本比例(%).1,解除日期,公告日期,平仓日
474,002071.SZ,2017/12/26,杨逸沙,招商证券股份有限公司,135.24,56.21,0.26,"杨逸沙质押1,352,400股给招商证券股份有限公司用于融资",冻结期限是2017年12月26号至质权人办理解除质押登记手续之日止,已到平仓线,6.63,5.8,10.36,3.23,169.05,70.26,0.32,--,2018/1/4,20180622
475,002071.SZ,2017/12/22,陈志平,招商证券股份有限公司,67.62,42.15,0.13,"陈志平质押676,200股给招商证券股份有限公司用于融资","质押开始日期2017年12月22日,质押到期日至质权人办理解除质押登记手续之日止",已到平仓线,6.94,6.07,10.84,3.23,67.62,42.15,0.13,--,2017/12/26,20180622
476,002071.SZ,2017/12/22,杨逸沙,招商证券股份有限公司,33.81,14.05,0.06,"杨逸沙质押338,100股给招商证券股份有限公司用于融资","质押开始日期2017年12月22日,质押到期日至质权人办理解除质押登记手续之日止",已到平仓线,6.94,6.07,10.84,3.23,33.81,14.05,0.06,--,2017/12/26,20180622
477,002071.SZ,2017/11/13,长城影视文化企业集团有限公司,国民信托有限公司,"1,500.00",8.19,2.85,"长城集团质押1500万股给国民信托有限公司,用途融资","质押开始日期2017年11月13日,至质权人办理解除质押登记手续之日止",已到平仓线,6.36,5.57,9.94,3.23,"18,206.00",99.43,34.65,--,2017/11/16,20180626
478,002071.SZ,2017/10/30,长城影视文化企业集团有限公司,中原证券股份有限公司,"2,520.00",13.76,4.8,"长城集团质押25,20万股给中原证券,用途融资.","质押开始日期2017年10月30日,至质权人办理解除质押登记手续之日止",已到平仓线,6.36,5.57,9.94,3.23,"16,706.00",91.24,31.79,--,2017/11/1,20180626
479,002071.SZ,2017/10/17,长城影视文化企业集团有限公司,中原证券股份有限公司,"2,520.00",13.76,4.8,"长城集团质押2,520万股给中原证券股份有限公司,用途融资。","质押开始日期2017年10月17日,至质权人办理解除质押登记手续之日止",已到平仓线,6.36,5.57,9.94,3.23,"14,186.00",77.48,27,--,2017/10/19,20180626
480,002071.SZ,2017/8/21,长城影视文化企业集团有限公司,上海浦东发展银行股份有限公司杭州建国支行,"1,930.00",10.54,3.67,"长城影视文化企业集团有限公司质押19,300,000股给上海浦东发展银行股份有限公司杭州建国支行用于融资","质押开始日期2017年8月21日
质押到期日至质权人办理解除质押登记手续之日止",已到平仓线,6.53,5.72,10.21,3.23,"18,223.64",99.53,34.68,--,2017/8/24,20180625
481,002071.SZ,2016/3/8,长城影视文化企业集团有限公司,中国银行股份有限公司浙江省分行,"1,236.00",6.75,2.35,质押给中国银行股份有限公司浙江省分行用于担保,至质权人办理解除质押登记手续之日止,已到平仓线,8.32,7.28,12.99,3.23,"18,223.64",99.53,34.68,--,2016/3/18,20180620
482,002074.SZ,2017/11/15,珠海国轩贸易有限责任公司,中国工商银行股份有限公司合肥银河支行,"4,000.00",18.42,4.56,质押给中国工商银行股份有限公司合肥银河支行,"质押开始日期2017年11月15日,质押结束日期2022年12月31日",已到平仓线,16.24,14.21,25.37,12.23,"4,000.00",18.42,4.56,2022/12/31,2017/11/21,20180614
483,002075.SZ,2018/9/26,朱峥,张家港宇洲通贸易有限公司,"4,500.00",32.14,2.04,朱峥将其持有的4500万股质押给张家港宇洲通贸易有限公司用于补充流动资金,质押期限从2018年9月26日至2019年9月11日,已到平仓线,10.27,8.98,16.04,7.44,"11,220.00",80.14,5.08,2019/9/11,2018/9/28,20181128
484,002076.SZ,2018/6/5,王毅,华泰证券股份有限公司,176.72,13.97,0.23,"王毅质押给华泰证券股份有限公司5,840,000股",质押期限自2018年6月5日起,已到平仓线,3.62,3.17,5.66,2.75,176.72,13.97,0.23,--,2018/11/14,20181008
485,002076.SZ,2018/4/12,柴国生,谭桂嫦,"3,000.00",12.29,4.11,"柴国生质押30,000,000股给谭桂嫦用于个人融资担保","质押开始日期2018年4月12日
质押到期日质押双方办理解除质押手续之日止",已到平仓线,3.54,3.1,5.53,2.75,"22,096.00",90.54,30.26,--,2018/4/16,20181008
486,002076.SZ,2017/5/18,柴国生,华泰证券股份有限公司,"3,449.23",15.19,4.43,柴国生质押股份给华泰证券股份有限公司用于个人融资,质押期限从2017年5月18日至质押双方办理解除质押手续之日止,已到平仓线,4.52,3.96,7.07,2.75,--,--,--,--,2019/8/13,20180827
487,002076.SZ,2016/8/8,陈建顺,湘财证券股份有限公司,"3,500.00",84.67,9.53,"陈建顺先生将其持有的35,000,000股公司股份质押给湘财证券股份有限公司用于其办理股权质押回购业务","并通过中国证券登记结算有限责任公司深圳分公司办理了股权质押登记手续,质押期限自质押登记之日起至质押双方办理解除质押手续之日止。",已到平仓线,5.35,4.68,8.35,2.75,"3,940.00",95.31,10.73,--,2016/8/10,20180201
488,002077.SZ,2018/3/30,江苏瀚瑞投资控股有限公司,中国信达资产管理股份有限公司江苏省分公司,"6,300.00",22.17,10.86,"江苏瀚瑞投资控股有限公司质押63,000,000股给中国信达资产管理股份有限公司江苏省分公司用于质押担保",冻结期限是2018年3月30日至2020年9月30日,已到平仓线,7.03,6.15,10.98,5.96,"14,200.00",49.97,24.47,2020/9/30,2018/4/3,20180706
489,002092.SZ,2018/2/2,浙江富丽达股份有限公司,杭州银行股份有限公司萧山支行,139.6,0.69,0.07,"浙江富丽达股份有限公司质押给杭州银行股份有限公司萧山支行1,396,000股用于融资",质押期限自2018年2月2日至申请解除质押登记为止,已到平仓线,8.98,7.85,14.03,7.31,"15,033.07",74.82,7,--,2018/2/6,20181011
490,002092.SZ,2018/2/1,浙江富丽达股份有限公司,中国光大银行股份有限公司杭州萧山支行,100,0.5,0.05,"浙江富丽达股份有限公司将1,000,000股质押给中国光大银行股份有限公司杭州萧山支行用于融资",质押期限从2018年2月1日起至申请解除质押登记为止。,已到平仓线,8.9,7.78,13.9,7.31,"14,893.47",74.13,6.94,--,2018/2/3,20181011
491,002092.SZ,2018/2/1,浙江富丽达股份有限公司,中国光大银行股份有限公司杭州萧山支行,100,0.5,0.05,"浙江富丽达股份有限公司将1,000,000股质押给中国光大银行股份有限公司杭州萧山支行用于融资",质押期限从2018年2月1日起至申请解除质押登记为止。,已到平仓线,8.9,7.78,13.9,7.31,"14,893.47",74.13,6.94,--,2018/2/3,20181011
492,002092.SZ,2018/2/1,浙江富丽达股份有限公司,平安银行股份有限公司杭州萧山支行,228.6,1.14,0.11,"浙江富丽达股份有限公司将2,286,000股质押给平安银行股份有限公司杭州萧山支行用于融资",质押期限从2018年2月1日起至申请解除质押登记为止。,已到平仓线,8.9,7.78,13.9,7.31,"14,893.47",74.13,6.94,--,2018/2/3,20181011
493,002092.SZ,2018/1/16,浙江富丽达股份有限公司,平安银行股份有限公司杭州分行,329,1.64,0.15,"浙江富丽达股份有限公司质押3,290,000股给平安银行股份有限公司杭州分行用于融资",冻结期限是2018年1月16日至申请解除质押登记为止,已到平仓线,8.94,7.82,13.97,7.31,"15,089.87",75.1,7.03,--,2018/1/18,20181011
494,002092.SZ,2018/1/10,浙江富丽达股份有限公司,中国光大银行股份有限公司杭州萧山支行,367.81,1.83,0.17,"浙江富丽达股份有限公司将3,678,100股质押给中国光大银行股份有限公司杭州萧山支行用于融资",质押期限从2018年1月10日至申请解除质押登记为止。,已到平仓线,9.19,8.04,14.36,7.31,"14,935.52",74.34,6.98,--,2018/1/17,20181011
495,002092.SZ,2018/1/8,浙江富丽达股份有限公司,平安银行股份有限公司杭州分行,139.4,0.69,0.06,"浙江富丽达股份有限公司将持有的1,394,000股质押给平安银行股份有限公司杭州分行用于融资。",质押期限2018年1月8日至申请解除质押登记为止。,已到平仓线,9.39,8.21,14.66,7.31,"15,074.92",75.03,7.02,--,2018/1/10,20180917
496,002092.SZ,2017/12/19,浙江富丽达股份有限公司,杭州万永实业投资有限公司,500,3.55,0.23,"浙江富丽达股份有限公司质押17,513,135股给杭州万永实业投资有限公司用于融资","浙江富丽达股份有限公司质押17,513,135股期限从2017.12.19至申请解除质押登记为止",已到平仓线,8.4,7.35,13.12,7.31,"12,731.01",90.27,5.93,--,2018/9/19,20181011
497,002092.SZ,2017/12/11,浙江富丽达股份有限公司,中国进出口银行浙江省分行,175,0.87,0.08,"浙江富丽达股份有限公司质押1,750,000给中国进出口银行浙江省分行用于融资","质押开始日2017-12-11
质押到期日至申请解除质押登记为止",已到平仓线,8.83,7.72,13.79,7.31,"12,710.95",63.26,5.92,--,2017/12/13,20181011
498,002092.SZ,2017/12/7,浙江富丽达股份有限公司,中国工商银行股份有限公司杭州江东支行,220,1.1,0.1,"浙江富丽达股份有限公司将2,200,000股质押给中国工商银行股份有限公司杭州江东支行用于融资",质押从2017年12月7日至申请解除质押登记为止,已到平仓线,8.43,7.38,13.18,7.31,"13,160.95",65.5,6.13,--,2017/12/9,20181011
499,002092.SZ,2017/12/7,浙江富丽达股份有限公司,上海银行股份有限公司杭州分行,174.3,0.87,0.08,"浙江富丽达股份有限公司将1,743,000股质押给上海银行股份有限公司杭州分行用于融资",质押从2017年12月7日至申请解除质押登记为止,已到平仓线,8.43,7.38,13.18,7.31,"13,160.95",65.5,6.13,--,2017/12/9,20181011
500,002092.SZ,2017/11/22,浙江富丽达股份有限公司,北京银行股份有限公司杭州萧山支行,296.3,1.47,0.13,"浙江富丽达股份有限公司质押给北京银行股份有限公司杭州萧山支行2,963,000股用于融资","质押开始日期2017年11月22日,至申请解除质押登记为止",已到平仓线,8.46,7.4,13.21,7.31,"14,016.65",69.76,6.53,--,2017/11/24,20181011
501,002092.SZ,2017/11/16,浙江富丽达股份有限公司,中国进出口银行浙江省分行,453.2,2.26,0.21,"浙江富丽达股份有限公司质押4,532,000股给中国进出口银行浙江省分行用于融资","质押开始日2017年11月16日
质押到期日至申请解除质押登记为止",已到平仓线,8.51,7.45,13.3,7.31,"13,720.35",68.29,6.39,--,2017/11/18,20181011
502,002092.SZ,2017/10/30,浙江富丽达股份有限公司,兴惠化纤集团有限公司,500,4.57,0.23,"浙江富丽达质押15,000,000股给兴惠化纤集团有限公司,用途融资。","质押开始日2017-10-30,至申请解除质押登记为止",已到平仓线,8.78,7.69,13.73,7.31,"10,931.01",100,5.09,--,2018/11/3,20181011
503,002092.SZ,2017/9/15,浙江富丽达股份有限公司,恒丰银行股份有限公司杭州萧山支行,175,0.87,0.08,质押给恒丰银行股份有限公司杭州萧山支行用于融资,质押日期2017-09-15起至申请解除质押登记为止,已到平仓线,9.96,8.72,15.56,7.31,"17,796.76",88.58,8.29,--,2017/9/19,20180705
504,002092.SZ,2017/9/15,浙江富丽达股份有限公司,恒丰银行股份有限公司杭州萧山支行,245,1.22,0.11,质押给恒丰银行股份有限公司杭州萧山支行用于融资,质押日期2017-09-15起至申请解除质押登记为止,已到平仓线,9.96,8.72,15.56,7.31,"17,796.76",88.58,8.29,--,2017/9/19,20180705
505,002092.SZ,2017/9/15,浙江富丽达股份有限公司,恒丰银行股份有限公司杭州萧山支行,245,1.22,0.11,质押给恒丰银行股份有限公司杭州萧山支行用于融资,质押日期2017-09-15起至申请解除质押登记为止,已到平仓线,9.96,8.72,15.56,7.31,"17,796.76",88.58,8.29,--,2017/9/19,20180705
506,002092.SZ,2017/9/13,鸿达兴业集团有限公司,华西证券股份有限公司,"9,620.00",44.58,4.48,质押给华西证券股份有限公司,质押开始日:2017-09-13,已到平仓线,10.56,9.24,16.5,7.31,"21,518.09",99.72,10.02,--,2017/9/15,20180704
507,002092.SZ,2017/8/25,鸿达兴业集团有限公司,万向信托有限公司,"1,901.66",8.81,0.89,"鸿达兴业集团有限公司质押给万向信托有限公司19,016,579股",质押开始日期2017年8月25日。,已到平仓线,9.59,8.39,14.98,7.31,"19,208.99",89.02,8.95,--,2017/8/29,20180910
508,002094.SZ,2017/4/26,青岛金王国际运输有限公司,中国农业银行股份有限公司青岛市北第一支行,"1,500.00",17.24,3.98,"金王运输将持有本公司股权15,000,000股再次质押给中国农业银行股份有限公司青岛市北第一支行,用于其为青岛金王集团有限公司在上述银行申请的15,450万元最高额质押担保额度提供质押担保",质押起始日2017年4月26日至办理解除质押日止,已到平仓线,8.6,7.52,13.44,4.76,"8,698.50",99.98,23.06,--,2017/4/28,20180907
509,002094.SZ,2017/3/15,珠海新能联合投资合伙企业(有限合伙),国泰君安证券股份有限公司,560,28.0,1.48,质押给国泰君安证券股份有限公司用于融资,2017年3月15日起至办理解除质押日止,已到平仓线,10.53,9.21,16.45,4.76,"2,000.00",100,5.3,--,2017/3/18,20180615
510,002094.SZ,2017/3/15,珠海新能联合投资合伙企业(有限合伙),国泰君安证券股份有限公司,600,30.0,1.59,质押给国泰君安证券股份有限公司用于融资,2017年3月15日起至办理解除质押日止,已到平仓线,10.53,9.21,16.45,4.76,"2,000.00",100,5.3,--,2017/3/18,20180615
511,002094.SZ,2017/3/15,珠海新能联合投资合伙企业(有限合伙),国泰君安证券股份有限公司,500,25.0,1.33,质押给国泰君安证券股份有限公司用于融资,2017年3月15日起至办理解除质押日止,已到平仓线,10.53,9.21,16.45,4.76,"2,000.00",100,5.3,--,2017/3/18,20180615
512,002094.SZ,2017/3/15,珠海新能联合投资合伙企业(有限合伙),国泰君安证券股份有限公司,340,17.0,0.9,质押给国泰君安证券股份有限公司用于融资,2017年3月15日起至办理解除质押日止,已到平仓线,10.53,9.21,16.45,4.76,"2,000.00",100,5.3,--,2017/3/18,20180615
513,002094.SZ,2016/7/18,青岛金王国际运输有限公司,上海浦东发展银行股份有限公司青岛分行,700,8.05,1.86,"质押给了上海浦东发展银行股份有限公司青岛分行,用于为青岛金王集团有限公司在上述银行不超过11,000万元综合授信提供最高额质押担保",质押期自2016年7月18日起至办理解除质押日止。,已到平仓线,9.54,8.35,14.91,4.76,"8,698.50",99.98,23.06,--,2016/7/21,20180803
514,002098.SZ,2019/4/2,厦门时位宏远股权投资管理合伙企业(有限合伙),九江银行股份有限公司阳明支行,767.44,25.03,2.14,厦门时位宏远股权投资管理合伙企业(有限合伙)质押股份给九江银行股份有限公司阳明支行用于融资担保,"质押开始日期2019年4月2日,质押到期日至办理解除质押登记之日止",已到平仓线,6.67,5.84,10.42,4.82,"3,010.57",98.21,8.41,--,2019/4/4,20190523
515,002098.SZ,2017/3/29,厦门时位宏远股权投资管理合伙企业(有限合伙),长城国瑞证券有限公司,"1,530.00",49.91,4.27,质押给长城国瑞证券有限公司,质押开始日期2017年3月29日,已到平仓线,10.65,9.32,16.64,4.82,"3,064.88",99.98,8.56,--,2017/3/31,20180917
516,002098.SZ,2016/12/19,天津汇泽丰企业管理有限责任公司,嘉兴祺佑投资合伙企业(有限合伙),"3,580.00",40.0,10.0,融资担保,"质押开始日期2016年12月19日,质押到期日办理解除质押登记手续之日",已到平仓线,12.99,11.37,20.3,4.82,"8,950.00",100,25,--,2018/9/20,20180913
517,002098.SZ,2016/12/15,天津汇泽丰企业管理有限责任公司,嘉兴祺佑投资合伙企业(有限合伙),"2,506.00",28.0,7.0,"天津汇泽丰企业管理有限责任公司将25,060,000股质押给嘉兴祺佑投资合伙企业(有限合伙)",质押期限从2016年12月15日至办理解除质押登记手续之日,已到平仓线,12.99,11.37,20.3,4.82,"8,950.00",100,25,--,2018/9/20,20180913
518,002098.SZ,2016/12/13,天津汇泽丰企业管理有限责任公司,嘉兴祺佑投资合伙企业(有限合伙),"2,864.00",32.0,8.0,质押给嘉兴祺佑投资合伙企业(有限合伙),质押开始日期2016年12月13日,已到平仓线,12.99,11.37,20.3,4.82,"8,950.00",100,25,--,2018/9/20,20180913
519,002103.SZ,2017/6/30,王利平,交通银行股份有限公司宁波分行,"2,049.77",16.87,3.73,"王利平将20,497,699股质押给交通银行股份有限公司宁波分行用于融资",质押开始日期2017年6月30日质押到期日2020年6月22日或王利平先生与交通银行股份有限公司宁波分行办理解除质押登记手续之日止,已到平仓线,8.44,7.38,13.18,4.17,"10,771.47",88.64,19.61,2020/6/22,2017/7/4,20180509
520,002103.SZ,2017/6/30,王利平,交通银行股份有限公司宁波分行,"1,749.26",14.4,3.19,"王利平将17,492,568股质押给交通银行股份有限公司宁波分行用于融资",质押开始日期2017年6月30日质押到期日2020年6月22日或王利平先生与交通银行股份有限公司宁波分行办理解除质押登记手续之日止,已到平仓线,8.44,7.38,13.18,4.17,"10,771.47",88.64,19.61,2020/6/22,2017/7/4,20180509
521,002103.SZ,2016/3/9,宁波兆泰投资有限公司,中国进出口银行,"1,561.34",100.0,5.12,质押给中国进出口银行,股份质押冻结期限自2016年3月9日起至兆泰公司与中国进出口银行办理解除质押登记手续之日止,已到平仓线,10.1,8.84,15.78,4.17,"1,561.34",100,5.12,--,2016/3/11,20180507
522,002108.SZ,2016/9/12,钜鸿(香港)有限公司,华鑫国际信托有限公司,"1,609.50",17.2,1.14,"钜鸿公司将其持有的本公司股份7,500,000股质押给华鑫国际信托有限公司,为广州兴华医药有限公司7,000万元人民币借款提供出质",该宗质押于2016年9月12日在中国证券登记结算有限责任公司深圳分公司办理了股权质押登记手续,已到平仓线,6.59,5.77,10.3,3.53,"1,500.00",16.03,2.43,--,2019/6/10,20180529
523,002114.SZ,2018/3/7,贵州泛华矿业集团有限公司,厦门海沧区华登小额贷款股份有限公司,400,6.58,1.24,"贵州泛华矿业集团有限公司质押给厦门海沧区华登小额贷款股份有限公司4,000,000股",质押期限自2018年3月7日至办理解除质押手续止,已到平仓线,10.37,9.08,16.21,7.94,"6,070.00",99.83,18.77,--,2018/3/10,20180628
524,002114.SZ,2018/3/7,贵州泛华矿业集团有限公司,厦门海沧恒鑫小额贷款有限公司,400,6.58,1.24,"贵州泛华矿业集团有限公司质押给厦门海沧恒鑫小额贷款有限公司4,000,000股",质押期限自2018年3月7日至办理解除质押手续止,已到平仓线,10.37,9.08,16.21,7.94,"6,070.00",99.83,18.77,--,2018/3/10,20180628
525,002114.SZ,2018/3/7,贵州泛华矿业集团有限公司,厦门海沧恒鑫小额贷款有限公司,400,6.58,1.24,"贵州泛华矿业集团有限公司质押给厦门海沧恒鑫小额贷款有限公司4,000,000股",质押期限自2018年3月7日至办理解除质押手续止,已到平仓线,10.37,9.08,16.21,7.94,"6,070.00",99.83,18.77,--,2018/3/10,20180628
526,002114.SZ,2018/3/7,贵州泛华矿业集团有限公司,厦门海沧区华登小额贷款股份有限公司,400,6.58,1.24,"贵州泛华矿业集团有限公司质押给厦门海沧区华登小额贷款股份有限公司4,000,000股",质押期限自2018年3月7日至办理解除质押手续止,已到平仓线,10.37,9.08,16.21,7.94,"6,070.00",99.83,18.77,--,2018/3/10,20180628
527,002114.SZ,2016/11/30,罗平县锌电公司,太平洋证券股份有限公司,59.28,0.67,0.18,"罗平县锌电公司把2,407,230股质押给太平洋证券股份有限公司用于融资",质押日期自2016年11月30日至办理解除质押手续日止,已到平仓线,16.62,14.54,25.97,7.94,0,--,0,--,2018/8/9,20180426
528,002121.SZ,2018/5/11,饶陆华,万向信托有限公司,570,0.94,0.4,"饶陆华质押5,700,000股给万向信托有限公司用于担保",冻结期限是2018年5月11日至质权人向中国证券登记结算有限责任公司深圳分公司申请解冻为止,已到平仓线,5.34,4.67,8.34,4.3,"60,037.35",98.84,42.64,--,2018/6/9,20181018
529,002121.SZ,2018/4/12,饶陆华,深圳市中小企业信用融资担保集团有限公司,500,0.82,0.36,"饶陆华质押给深圳市中小企业信用融资担保集团有限公司5,000,000股",质押期限自2018年4月12日日至质权人向中国证券登记结算有限责任公司深圳分公司申请解冻为止,已到平仓线,5.48,4.79,8.56,4.3,"51,908.35",85.45,36.86,--,2018/4/25,20181016
530,002121.SZ,2017/12/18,饶陆华,东兴证券股份有限公司,"1,600.00",2.63,1.14,"饶陆华质押16,000,000股给东兴证券股份有限公司",质押期限从2017年12月18日至质权人向中国证券登记结算有限责任公司深圳分公司申请解冻为止。,已到平仓线,5.8,5.08,9.06,4.3,"56,622.35",93.21,40.21,--,2017/12/20,20181012
531,002121.SZ,2017/12/7,饶陆华,东兴证券股份有限公司,550,0.91,0.39,"饶陆华质押5,500,000股给东兴证券股份有限公司",质押期限从2017年12月07日至质权人向中国证券登记结算有限责任公司深圳分公司申请解冻为止。,已到平仓线,5.75,5.03,8.98,4.3,"56,622.35",93.21,40.21,--,2017/12/20,20181012
532,002121.SZ,2017/11/14,饶陆华,中原证券股份有限公司,"1,100.00",1.81,0.78,饶陆华质押11000000股给中原证券股份有限公司用于股票质押式回购业务,质押期限从2017年11月14日到质权人向中国证券登记结算有限责任公司深圳分公司申请解冻为止,已到平仓线,6.68,5.85,10.44,4.3,"57,537.35",94.72,40.86,--,2017/12/1,20180806
533,002121.SZ,2017/11/8,饶陆华,东兴证券股份有限公司,"1,200.00",1.98,0.85,饶陆华质押12000000股给东兴证券股份有限公司用于股票质押式回购业务,质押期限从2017年11月8日到质权人向中国证券登记结算有限责任公司深圳分公司申请解冻为止,已到平仓线,6.31,5.52,9.86,4.3,"57,537.35",94.72,40.86,--,2017/12/1,20180807
534,002121.SZ,2017/11/8,饶陆华,东兴证券股份有限公司,"1,200.00",1.98,0.85,饶陆华质押12000000股给东兴证券股份有限公司用于股票质押式回购业务,质押期限从2017年11月8日到质权人向中国证券登记结算有限责任公司深圳分公司申请解冻为止,已到平仓线,6.31,5.52,9.86,4.3,"57,537.35",94.72,40.86,--,2017/12/1,20180807
535,002121.SZ,2017/11/7,饶陆华,中原证券股份有限公司,400,0.66,0.28,"饶陆华质押4,000,000.股给中原证券股份有限公司用于股票质押式回购业务",质押期限从2017年11月7日到质权人向中国证券登记结算有限责任公司深圳分公司申请解冻为止,已到平仓线,6.27,5.49,9.8,4.3,"57,537.35",94.72,40.86,--,2017/12/1,20180822
536,002121.SZ,2017/4/24,饶陆华,山西证券股份有限公司,"1,600.00",2.63,1.14,质押给山西证券股份有限公司,质押开始日期2017.04.24至质权人向中国证券登记结算有限责任公司深圳分公司申请解冻为止,已到平仓线,5.34,4.67,8.34,4.3,"57,487.35",94.64,40.86,--,2017/4/27,20181018
537,002121.SZ,2017/4/24,饶陆华,山西证券股份有限公司,"2,500.00",4.12,1.78,质押给山西证券股份有限公司,质押开始日期2017.04.24至质权人向中国证券登记结算有限责任公司深圳分公司申请解冻为止,已到平仓线,5.34,4.67,8.34,4.3,"57,487.35",94.64,40.86,--,2017/4/27,20181018
538,002121.SZ,2017/3/23,饶陆华,万向信托有限公司,"11,922.35",19.63,8.47,质押给万向信托有限公司用于融资性担保,2017年3月23日起至质权人向中国证券登记结算有限责任公司深圳分公司申请解冻为止,已到平仓线,5.88,5.14,9.18,4.3,"54,737.35",90.11,38.91,--,2017/3/29,20181011
539,002121.SZ,2017/2/21,饶陆华,万向信托有限公司,"3,000.00",6.14,2.51,质押给万向信托有限公司用于担保,2017.02.21起至质权人向中国证券登记结算有限责任公司深圳分公司申请解冻为止,已到平仓线,5.73,5.01,8.95,4.3,"42,250.00",86.54,35.4,--,2017/2/22,20181012
540,002131.SZ,2017/7/17,王相荣,国泰君安证券股份有限公司,844,0.99,0.15,"2017年7月17日,王相荣先生将其持有的高管锁定股122,421,800股(占本公司总股本的3.32%)质押给国泰君安证券股份有限公司,用于融资","质押开始日期2017年7月17日,质押期限为一年",已到平仓线,1.96,1.72,3.07,1.67,"48,179.82",56.69,8.67,--,2018/7/20,20181011
541,002131.SZ,2016/7/14,王相荣,国泰君安证券股份有限公司,"5,196.31",6.11,0.93,王相荣质押20120000股给国泰君安证券股份有限公司。,质押期限一年,已到平仓线,3.42,2.99,5.34,1.67,"65,382.00",76.93,11.7,--,2018/6/6,20170822
542,002131.SZ,2016/1/28,王壮利,国泰君安证券股份有限公司,"6,260.31",9.32,1.12,王壮利质押23160000股给国泰君安证券股份有限公司。,质押开始日期2016-01-28质押到期日2017-01-18,已到平仓线,2.57,2.25,4.01,1.67,"47,232.79",70.3,8.45,--,2018/6/6,20180619
543,002132.SZ,2017/9/28,谢保军,中国进出口银行河南省分行,"2,000.00",7.52,1.59,"谢保军质押30,000,000股给中国进出口银行河南省分行为公司借款提供质押担保","质押开始日期(逐笔列示)2017年9月28日
质押到期日2019年9月30日",已到平仓线,3.47,3.04,5.42,2.98,"20,657.87",77.68,16.44,2019/9/30,2018/3/5,20180612
544,002132.SZ,2017/9/20,焦耀中,中原证券股份有限公司,487.5,5.97,0.39,质押给中原证券股份有限公司,2017-09-20开始质押,已到平仓线,3.67,3.21,5.73,2.98,"8,168.35",100,6.5,--,2017/9/21,20180511
545,002132.SZ,2017/9/20,焦耀中,中原证券股份有限公司,939,13.72,0.75,"焦耀中质押5,395,000股给中原证券股份有限公司",质押开始日期2017-09-20,已到平仓线,3.67,3.21,5.73,2.98,"6,702.72",97.96,5.33,--,2018/9/20,20180511
546,002141.SZ,2017/7/20,贤丰控股集团有限公司,江苏银行股份有限公司深圳分行,"3,150.00",19.79,2.78,"贤丰控股集团有限公司质押给江苏银行股份有限公司深圳分行31,500,000股用于融资",质押自2017-07-20日到2020-07-11日,已到平仓线,4.58,4.0,7.15,3.8,"15,900.65",99.91,14.01,2020/7/11,2017/7/22,20180705
547,002141.SZ,2017/7/13,广东贤丰控股有限公司,江苏银行股份有限公司深圳分行,900,3.05,0.79,"广东贤丰控股有限公司将公司9,000,000股质押给江苏银行股份有限公司深圳分行融资",质押开始日质押开始日2017年7月13日质押到期日2020年7月11日,已到平仓线,4.58,4.0,7.15,3.8,"29,220.00",98.93,25.75,2020/7/11,2017/7/22,20180705
548,002141.SZ,2017/3/23,广东贤丰控股有限公司,长安国际信托股份有限公司,"28,320.00",95.88,24.96,质押给长安国际信托股份有限公司,"质押开始日期2017年3月23日,质押截止日期2020年3月22日。",已到平仓线,5.17,4.52,8.08,3.8,"29,155.86",98.71,25.7,2020/3/22,2017/3/25,20180619
549,002160.SZ,2018/4/3,朱明,东吴证券股份有限公司,"1,059.99",47.6,1.4,"朱明先将10,600,000股质押给东吴证券股份有限公司办理股票质押式回购交易业务",质押期限从2018年4月3日至2019年4月3日,已到平仓线,3.63,3.18,5.68,3.1,"1,259.99",56.58,1.67,2020/4/2,2019/4/8,20190131
550,002160.SZ,2018/3/27,上海朗助实业发展有限公司,中信建投证券股份有限公司,150,5.77,0.2,"上海朗助实业发展有限公司质押给中信建投证券股份有限公司1,500,000股","质押期限自2018年3月27日至2018年12月13日,延期至2019年3月13日。延期后质押到期日2019年12月12日",已到平仓线,3.67,3.21,5.74,3.1,"2,601.00",99.98,3.44,2019/12/12,2019/4/4,20190131
551,002160.SZ,2018/3/6,上海朗诣实业发展有限公司,中信建投证券股份有限公司,500,5.88,0.66,"上海朗诣实业发展有限公司将5,000,000股质押给中信建投证券股份有限公司","质押期限从2018年3月6日至2019年1月23日,延期至2019年3月6日。延期后质押到期日2019年12月3日",已到平仓线,4.35,3.81,6.79,3.1,"8,369.00",98.43,11.06,2019/12/3,2019/4/4,20181015
552,002160.SZ,2018/2/6,常熟市铝箔厂有限责任公司,中国建设银行股份有限公司常熟分行,"1,900.00",10.32,2.62,"常熟市铝箔厂质押19,000,000股给中国建设银行股份有限公司常熟分行",质押期限为2018年2月6日至不超过资金到账后两年,已到平仓线,4.21,3.68,6.58,3.1,"10,075.00",54.7,13.91,--,2018/2/10,20190102
553,002160.SZ,2016/12/17,上海朗诣实业发展有限公司,中信建投证券股份有限公司,"2,508.00",29.5,3.31,上海朗诣实业发展有限公司质押给中信建投证券股份有限公司办理股票质押式回购交易业务,"质押期限至办理解除质押登记手续之日止,延期至2019年3月6日。",已到平仓线,5.58,4.88,8.72,3.1,"8,369.00",98.43,11.06,2019/12/25,2019/4/24,20180613
